valid,step,train,train_loss_step,epoch,val_loss_step,val_loss_epoch,train_loss_epoch
,80,0.44693318009376526,,,,,
,81,0.587076723575592,,,,,
,82,0.5791448950767517,,,,,
,44,,0.5791448950767517,2,,,
,84,0.3665378987789154,,,,,
,85,0.45041167736053467,,,,,
,86,0.45498406887054443,,,,,
,87,0.44248077273368835,,,,,
,88,0.5064800977706909,,,,,
,49,,0.5064800977706909,2,,,
,90,0.7684522271156311,,,,,
,91,0.641193151473999,,,,,
,92,0.6440644860267639,,,,,
,93,0.5448156595230103,,,,,
0.5428745746612549,94,,,,,,
,12,,,,0.5428745746612549,,
0.4260118007659912,96,,,,,,
,13,,,,0.4260118007659912,,
0.5474080443382263,98,,,,,,
,14,,,,0.5474080443382263,,
0.5420099496841431,100,,,,,,
,15,,,,0.5420099496841431,,
0.49119317531585693,102,,,,,,
,16,,,,0.49119317531585693,,
0.5111498236656189,104,,,,,,
,17,,,,0.5111498236656189,,
,53,,,2,,0.5101079344749451,
,53,,,2,,,0.5156782865524292
,108,0.3504989743232727,,,,,
,54,,0.3504989743232727,3,,,
,110,0.3129114806652069,,,,,
,111,0.46715930104255676,,,,,
,112,0.524873673915863,,,,,
,113,0.36871448159217834,,,,,
,114,0.6664654612541199,,,,,
,59,,0.6664654612541199,3,,,
,116,0.4029805064201355,,,,,
,117,0.5793795585632324,,,,,
,118,0.5785407423973083,,,,,
,119,0.338588148355484,,,,,
,120,0.47068771719932556,,,,,
,64,,0.47068771719932556,3,,,
,122,0.44412270188331604,,,,,
,123,0.37961792945861816,,,,,
,124,0.4740865230560303,,,,,
,125,0.7111024260520935,,,,,
,126,0.6741020679473877,,,,,
,69,,0.6741020679473877,3,,,
,128,0.6533772349357605,,,,,
,129,0.5535634160041809,,,,,
0.5404704213142395,130,,,,,,
,18,,,,0.5404704213142395,,
0.39836716651916504,132,,,,,,
,19,,,,0.39836716651916504,,
0.535225510597229,134,,,,,,
,20,,,,0.535225510597229,,
0.5519285798072815,136,,,,,,
,21,,,,0.5519285798072815,,
0.4758588671684265,138,,,,,,
,22,,,,0.4758588671684265,,
0.49367833137512207,140,,,,,,
,23,,,,0.49367833137512207,,
,71,,,3,,0.49925482273101807,
,71,,,3,,,0.4972650706768036
,144,0.36484965682029724,,,,,
,145,0.32451197504997253,,,,,
,146,0.43206581473350525,,,,,
,74,,0.43206581473350525,4,,,
,148,0.5419732928276062,,,,,
,149,0.3701774477958679,,,,,
,150,0.6509571075439453,,,,,
,151,0.4146677851676941,,,,,
,152,0.5989023447036743,,,,,
,79,,0.5989023447036743,4,,,
,154,0.6375647783279419,,,,,
,155,0.3130258619785309,,,,,
,156,0.43292850255966187,,,,,
,157,0.42041242122650146,,,,,
,158,0.3893171548843384,,,,,
,84,,0.3893171548843384,4,,,
,160,0.4667540490627289,,,,,
,161,0.7737976312637329,,,,,
,162,0.652462363243103,,,,,
,163,0.6458150744438171,,,,,
,164,0.5487036108970642,,,,,
,89,,0.5487036108970642,4,,,
0.548255980014801,166,,,,,,
,24,,,,0.548255980014801,,
0.38528603315353394,168,,,,,,
,25,,,,0.38528603315353394,,
0.5181344151496887,170,,,,,,
,26,,,,0.5181344151496887,,
0.5628104209899902,172,,,,,,
,27,,,,0.5628104209899902,,
0.4694182574748993,174,,,,,,
,28,,,,0.4694182574748993,,
0.47427549958229065,176,,,,,,
,29,,,,0.47427549958229065,,
,89,,,4,,0.4930301308631897,
,89,,,4,,,0.4988270103931427
,180,0.3387390375137329,,,,,
,181,0.30872923135757446,,,,,
,182,0.4664703607559204,,,,,
,183,0.5043283700942993,,,,,
,184,0.34294772148132324,,,,,
,94,,0.34294772148132324,5,,,
,186,0.6351248621940613,,,,,
,187,0.446818083524704,,,,,
,188,0.6380313634872437,,,,,
,189,0.584373414516449,,,,,
,190,0.3028026521205902,,,,,
,99,,0.3028026521205902,5,,,
,192,0.42938685417175293,,,,,
,193,0.4060182273387909,,,,,
,194,0.3516731262207031,,,,,
,195,0.49113351106643677,,,,,
,196,0.7167383432388306,,,,,
,104,,0.7167383432388306,5,,,
,198,0.628582775592804,,,,,
,199,0.6524116396903992,,,,,
,200,0.5547223091125488,,,,,
0.5517410635948181,201,,,,,,
,30,,,,0.5517410635948181,,
0.38618430495262146,203,,,,,,
,31,,,,0.38618430495262146,,
0.49880364537239075,205,,,,,,
,32,,,,0.49880364537239075,,
0.5653428435325623,207,,,,,,
,33,,,,0.5653428435325623,,
0.4618299901485443,209,,,,,,
,34,,,,0.4618299901485443,,
0.4682781994342804,211,,,,,,
,35,,,,0.4682781994342804,,
,107,,,5,,0.4886966943740845,
,107,,,5,,,0.48883506655693054
,215,0.30791783332824707,,,,,
,216,0.2721308767795563,,,,,
,109,,0.2721308767795563,6,,,
,218,0.47736015915870667,,,,,
,219,0.528840184211731,,,,,
,220,0.34464848041534424,,,,,
,221,0.6785746216773987,,,,,
,222,0.39551329612731934,,,,,
,114,,0.39551329612731934,6,,,
,224,0.5804039239883423,,,,,
,225,0.5985956788063049,,,,,
,226,0.3137190341949463,,,,,
,227,0.4453337788581848,,,,,
,228,0.36669623851776123,,,,,
,119,,0.36669623851776123,6,,,
,230,0.3591313064098358,,,,,
,231,0.48221442103385925,,,,,
,232,0.6792810559272766,,,,,
,233,0.6317629218101501,,,,,
,234,0.6636556386947632,,,,,
,124,,0.6636556386947632,6,,,
,236,0.5312709808349609,,,,,
0.5325726866722107,237,,,,,,
,36,,,,0.5325726866722107,,
0.38488924503326416,239,,,,,,
,37,,,,0.38488924503326416,,
0.5058084726333618,241,,,,,,
,38,,,,0.5058084726333618,,
0.5728375315666199,243,,,,,,
,39,,,,0.5728375315666199,,
0.45403751730918884,245,,,,,,
,40,,,,0.45403751730918884,,
0.4811285734176636,247,,,,,,
,41,,,,0.4811285734176636,,
,125,,,6,,0.488545686006546,
,125,,,6,,,0.48094719648361206
,251,0.31704190373420715,,,,,
,252,0.2989117503166199,,,,,
,253,0.4561827480792999,,,,,
,254,0.5333553552627563,,,,,
,129,,0.5333553552627563,7,,,
,256,0.3099121153354645,,,,,
,257,0.5765106081962585,,,,,
,258,0.4032226800918579,,,,,
,259,0.5685451030731201,,,,,
,260,0.6149170398712158,,,,,
,134,,0.6149170398712158,7,,,
,262,0.3508512079715729,,,,,
,263,0.4363442361354828,,,,,
,264,0.37545886635780334,,,,,
,265,0.35066819190979004,,,,,
,266,0.48760804533958435,,,,,
,139,,0.48760804533958435,7,,,
,268,0.6488702893257141,,,,,
,269,0.6048381924629211,,,,,
,270,0.6164780855178833,,,,,
,271,0.5304124355316162,,,,,
0.5330833792686462,272,,,,,,
,42,,,,0.5330833792686462,,
0.36860501766204834,274,,,,,,
,43,,,,0.36860501766204834,,
0.49947482347488403,276,,,,,,
,44,,,,0.49947482347488403,,
0.5696462392807007,278,,,,,,
,45,,,,0.5696462392807007,,
0.44515159726142883,280,,,,,,
,46,,,,0.44515159726142883,,
0.4737764298915863,282,,,,,,
,47,,,,0.4737764298915863,,
,143,,,7,,0.48162293434143066,
,143,,,7,,,0.471118301153183
,286,0.3362599313259125,,,,,
,144,,0.3362599313259125,8,,,
,288,0.29140302538871765,,,,,
,289,0.4546913802623749,,,,,
,290,0.5087178945541382,,,,,
,291,0.3015533685684204,,,,,
,292,0.5884145498275757,,,,,
,149,,0.5884145498275757,8,,,
,294,0.4052046835422516,,,,,
,295,0.6015463471412659,,,,,
,296,0.6415910124778748,,,,,
,297,0.2874228358268738,,,,,
,298,0.4079597592353821,,,,,
,154,,0.4079597592353821,8,,,
,300,0.3612455427646637,,,,,
,301,0.3371836543083191,,,,,
,302,0.4555467665195465,,,,,
,303,0.6313445568084717,,,,,
,304,0.5523694753646851,,,,,
,159,,0.5523694753646851,8,,,
,306,0.6875412464141846,,,,,
,307,0.6151813864707947,,,,,
0.5337589979171753,308,,,,,,
,48,,,,0.5337589979171753,,
0.3696705996990204,310,,,,,,
,49,,,,0.3696705996990204,,
0.4935688078403473,312,,,,,,
,50,,,,0.4935688078403473,,
0.5600531697273254,314,,,,,,
,51,,,,0.5600531697273254,,
0.44068267941474915,316,,,,,,
,52,,,,0.44068267941474915,,
0.47555968165397644,318,,,,,,
,53,,,,0.47555968165397644,,
,161,,,8,,0.4788822829723358,
,161,,,8,,,0.4702876806259155
,322,0.32821881771087646,,,,,
,323,0.3045395016670227,,,,,
,324,0.45449748635292053,,,,,
,164,,0.45449748635292053,9,,,
,326,0.4993799924850464,,,,,
,327,0.29534003138542175,,,,,
,328,0.6127346754074097,,,,,
,329,0.40475520491600037,,,,,
,330,0.5873066186904907,,,,,
,169,,0.5873066186904907,9,,,
,332,0.5698274374008179,,,,,
,333,0.31638047099113464,,,,,
,334,0.45995986461639404,,,,,
,335,0.3557174801826477,,,,,
,336,0.31355181336402893,,,,,
,174,,0.31355181336402893,9,,,
,338,0.4669416844844818,,,,,
,339,0.5985978245735168,,,,,
,340,0.604049026966095,,,,,
,341,0.6556780934333801,,,,,
,342,0.5129977464675903,,,,,
,179,,0.5129977464675903,9,,,
0.5284532904624939,344,,,,,,
,54,,,,0.5284532904624939,,
0.3687056005001068,346,,,,,,
,55,,,,0.3687056005001068,,
0.4860932528972626,348,,,,,,
,56,,,,0.4860932528972626,,
0.5598410964012146,350,,,,,,
,57,,,,0.5598410964012146,,
0.4387873113155365,352,,,,,,
,58,,,,0.4387873113155365,,
0.48568183183670044,354,,,,,,
,59,,,,0.48568183183670044,,
,179,,,9,,0.477927029132843,
,179,,,9,,,0.46335965394973755
,358,0.30142447352409363,,,,,
,359,0.2798265218734741,,,,,
,360,0.46852901577949524,,,,,
,361,0.47287848591804504,,,,,
,362,0.3161636292934418,,,,,
,184,,0.3161636292934418,10,,,
,364,0.5617077946662903,,,,,
,365,0.36329197883605957,,,,,
,366,0.6308214664459229,,,,,
,367,0.5608505606651306,,,,,
,368,0.29517126083374023,,,,,
,189,,0.29517126083374023,10,,,
,370,0.407871276140213,,,,,
,371,0.3651343882083893,,,,,
,372,0.31924107670783997,,,,,
,373,0.5062636733055115,,,,,
,374,0.6419098377227783,,,,,
,194,,0.6419098377227783,10,,,
,376,0.5366188287734985,,,,,
,377,0.6034650802612305,,,,,
,378,0.563160240650177,,,,,
0.5332667231559753,379,,,,,,
,60,,,,0.5332667231559753,,
0.364903062582016,381,,,,,,
,61,,,,0.364903062582016,,
0.4751094877719879,383,,,,,,
,62,,,,0.4751094877719879,,
0.5676403045654297,385,,,,,,
,63,,,,0.5676403045654297,,
0.4401969909667969,387,,,,,,
,64,,,,0.4401969909667969,,
0.4756140112876892,389,,,,,,
,65,,,,0.4756140112876892,,
,197,,,10,,0.476121723651886,
,197,,,10,,,0.45524051785469055
,393,0.28579220175743103,,,,,
,394,0.2785184979438782,,,,,
,199,,0.2785184979438782,11,,,
,396,0.45459869503974915,,,,,
,397,0.5138146281242371,,,,,
,398,0.3008267283439636,,,,,
,399,0.5865086317062378,,,,,
,400,0.3721020817756653,,,,,
,204,,0.3721020817756653,11,,,
,402,0.5975808501243591,,,,,
,403,0.5301133990287781,,,,,
,404,0.3007654845714569,,,,,
,405,0.33663544058799744,,,,,
,406,0.34501999616622925,,,,,
,209,,0.34501999616622925,11,,,
,408,0.30890560150146484,,,,,
,409,0.493318647146225,,,,,
,410,0.5872260928153992,,,,,
,411,0.5963634252548218,,,,,
,412,0.6186551451683044,,,,,
,214,,0.6186551451683044,11,,,
,414,0.5755780935287476,,,,,
0.5294055938720703,415,,,,,,
,66,,,,0.5294055938720703,,
0.3608083426952362,417,,,,,,
,67,,,,0.3608083426952362,,
0.4817853569984436,419,,,,,,
,68,,,,0.4817853569984436,,
0.5649619102478027,421,,,,,,
,69,,,,0.5649619102478027,,
0.4410557150840759,423,,,,,,
,70,,,,0.4410557150840759,,
0.48592063784599304,425,,,,,,
,71,,,,0.48592063784599304,,
,215,,,11,,0.47732290625572205,
,215,,,11,,,0.4490179717540741
